common_name,species,unit_name,park,es,season,climate_trend
Brewer's Sparrow,BRSP,Joshua Tree National Park,JOTR,26,Winter,I
Brewer's Sparrow,BRSP,Joshua Tree National Park,JOTR,85,Winter,I
Bridled Titmouse,BRTI,Joshua Tree National Park,JOTR,26,Winter,C
Bridled Titmouse,BRTI,Joshua Tree National Park,JOTR,85,Winter,C
Black-tailed Gnatcatcher,BTGN,Joshua Tree National Park,JOTR,26,Winter,I
Black-tailed Gnatcatcher,BTGN,Joshua Tree National Park,JOTR,85,Winter,I
Band-tailed Pigeon,BTPI,Joshua Tree National Park,JOTR,26,Winter,E
Band-tailed Pigeon,BTPI,Joshua Tree National Park,JOTR,85,Winter,E
Black-throated Sparrow,BTSP,Joshua Tree National Park,JOTR,26,Winter,I
Black-throated Sparrow,BTSP,Joshua Tree National Park,JOTR,85,Winter,S
Black-throated Gray Warbler,BTYW,Joshua Tree National Park,JOTR,26,Winter,I
Black-throated Gray Warbler,BTYW,Joshua Tree National Park,JOTR,85,Winter,I
Bufflehead,BUFF,Joshua Tree National Park,JOTR,26,Winter,S
Bufflehead,BUFF,Joshua Tree National Park,JOTR,85,Winter,S
Burrowing Owl,BUOW,Joshua Tree National Park,JOTR,26,Winter,W
Burrowing Owl,BUOW,Joshua Tree National Park,JOTR,85,Winter,S
Bushtit,BUSH,Joshua Tree National Park,JOTR,26,Winter,W
Bushtit,BUSH,Joshua Tree National Park,JOTR,85,Winter,W
Blue-winged Teal,BWTE,Joshua Tree National Park,JOTR,26,Winter,I
Blue-winged Teal,BWTE,Joshua Tree National Park,JOTR,85,Winter,I
Cactus Wren,CACW,Joshua Tree National Park,JOTR,26,Winter,S
Cactus Wren,CACW,Joshua Tree National Park,JOTR,85,Winter,S
Cattle Egret,CAEG,Joshua Tree National Park,JOTR,26,Winter,I
Cattle Egret,CAEG,Joshua Tree National Park,JOTR,85,Winter,I
Cassin's Finch,CAFI,Joshua Tree National Park,JOTR,26,Winter,I
Cassin's Finch,CAFI,Joshua Tree National Park,JOTR,85,Winter,I
California Gull,CAGU,Joshua Tree National Park,JOTR,26,Winter,W
California Gull,CAGU,Joshua Tree National Park,JOTR,85,Winter,W
California Towhee,CALT,Joshua Tree National Park,JOTR,26,Winter,W
California Towhee,CALT,Joshua Tree National Park,JOTR,85,Winter,W
Canvasback,CANV,Joshua Tree National Park,JOTR,26,Winter,S
Canvasback,CANV,Joshua Tree National Park,JOTR,85,Winter,I
Canyon Wren,CANW,Joshua Tree National Park,JOTR,26,Winter,S
Canyon Wren,CANW,Joshua Tree National Park,JOTR,85,Winter,S
California Quail,CAQU,Joshua Tree National Park,JOTR,26,Winter,W
California Quail,CAQU,Joshua Tree National Park,JOTR,85,Winter,E
California Thrasher,CATH,Joshua Tree National Park,JOTR,26,Winter,W
California Thrasher,CATH,Joshua Tree National Park,JOTR,85,Winter,W
Chihuahuan Raven,CHRA,Joshua Tree National Park,JOTR,26,Winter,C
Chipping Sparrow,CHSP,Joshua Tree National Park,JOTR,26,Winter,I
Chipping Sparrow,CHSP,Joshua Tree National Park,JOTR,85,Winter,I
Cinnamon Teal,CITE,Joshua Tree National Park,JOTR,26,Winter,S
Cinnamon Teal,CITE,Joshua Tree National Park,JOTR,85,Winter,I
Clapper Rail,CLRA,Joshua Tree National Park,JOTR,26,Winter,I
Clapper Rail,CLRA,Joshua Tree National Park,JOTR,85,Winter,I
Common Gallinule,COGA,Joshua Tree National Park,JOTR,26,Winter,I
Common Gallinule,COGA,Joshua Tree National Park,JOTR,85,Winter,I
Common Ground-Dove,COGD,Joshua Tree National Park,JOTR,26,Winter,I
Common Ground-Dove,COGD,Joshua Tree National Park,JOTR,85,Winter,I
Common Goldeneye,COGO,Joshua Tree National Park,JOTR,26,Winter,I
Common Goldeneye,COGO,Joshua Tree National Park,JOTR,85,Winter,I
Cooper's Hawk,COHA,Joshua Tree National Park,JOTR,26,Winter,W
Cooper's Hawk,COHA,Joshua Tree National Park,JOTR,85,Winter,W
Costa's Hummingbird,COHU,Joshua Tree National Park,JOTR,26,Winter,I
Costa's Hummingbird,COHU,Joshua Tree National Park,JOTR,85,Winter,I
Common Loon,COLO,Joshua Tree National Park,JOTR,85,Winter,I
Common Merganser,COME,Joshua Tree National Park,JOTR,26,Winter,W
Common Merganser,COME,Joshua Tree National Park,JOTR,85,Winter,W
Common Raven,CORA,Joshua Tree National Park,JOTR,26,Winter,W
Common Raven,CORA,Joshua Tree National Park,JOTR,85,Winter,W
Common Yellowthroat,COYE,Joshua Tree National Park,JOTR,26,Winter,S
Common Yellowthroat,COYE,Joshua Tree National Park,JOTR,85,Winter,I
Crested Caracara,CRCA,Joshua Tree National Park,JOTR,85,Winter,C
Crissal Thrasher,CRTH,Joshua Tree National Park,JOTR,26,Winter,S
Crissal Thrasher,CRTH,Joshua Tree National Park,JOTR,85,Winter,S
Dusky Flycatcher,DUFL,Joshua Tree National Park,JOTR,26,Winter,I
Dusky Flycatcher,DUFL,Joshua Tree National Park,JOTR,85,Winter,I
Eared Grebe,EAGR,Joshua Tree National Park,JOTR,26,Winter,S
Eared Grebe,EAGR,Joshua Tree National Park,JOTR,85,Winter,S
Eurasian Collared-Dove,EUCD,Joshua Tree National Park,JOTR,26,Winter,C
Eurasian Collared-Dove,EUCD,Joshua Tree National Park,JOTR,85,Winter,C
European Starling,EUST,Joshua Tree National Park,JOTR,26,Winter,W
European Starling,EUST,Joshua Tree National Park,JOTR,85,Winter,W
Ferruginous Hawk,FEHA,Joshua Tree National Park,JOTR,26,Winter,S
Ferruginous Hawk,FEHA,Joshua Tree National Park,JOTR,85,Winter,W
Gadwall,GADW,Joshua Tree National Park,JOTR,26,Winter,S
Gadwall,GADW,Joshua Tree National Park,JOTR,85,Winter,W
Gambel's Quail,GAQU,Joshua Tree National Park,JOTR,26,Winter,I
Gambel's Quail,GAQU,Joshua Tree National Park,JOTR,85,Winter,I
Great Blue Heron,GBHE,Joshua Tree National Park,JOTR,26,Winter,W
Great Blue Heron,GBHE,Joshua Tree National Park,JOTR,85,Winter,W
Great Crested Flycatcher,GCFL,Joshua Tree National Park,JOTR,26,Winter,C
Great Crested Flycatcher,GCFL,Joshua Tree National Park,JOTR,85,Winter,C
Golden-crowned Sparrow,GCSP,Joshua Tree National Park,JOTR,26,Winter,W
Golden-crowned Sparrow,GCSP,Joshua Tree National Park,JOTR,85,Winter,E
Great Horned Owl,GHOW,Joshua Tree National Park,JOTR,26,Winter,W
Great Horned Owl,GHOW,Joshua Tree National Park,JOTR,85,Winter,E
Gilded Flicker,GIFL,Joshua Tree National Park,JOTR,26,Winter,I
Gilded Flicker,GIFL,Joshua Tree National Park,JOTR,85,Winter,I
Gila Woodpecker,GIWO,Joshua Tree National Park,JOTR,26,Winter,I
Gila Woodpecker,GIWO,Joshua Tree National Park,JOTR,85,Winter,I
Golden Eagle,GOEA,Joshua Tree National Park,JOTR,26,Winter,W
Golden Eagle,GOEA,Joshua Tree National Park,JOTR,85,Winter,W
Great Egret,GREG,Joshua Tree National Park,JOTR,26,Winter,S
Great Egret,GREG,Joshua Tree National Park,JOTR,85,Winter,S
Gray Flycatcher,GRFL,Joshua Tree National Park,JOTR,26,Winter,I
Gray Flycatcher,GRFL,Joshua Tree National Park,JOTR,85,Winter,I
Green Heron,GRHE,Joshua Tree National Park,JOTR,26,Winter,W
Green Heron,GRHE,Joshua Tree National Park,JOTR,85,Winter,S
Greater Roadrunner,GRRO,Joshua Tree National Park,JOTR,26,Winter,W
Greater Roadrunner,GRRO,Joshua Tree National Park,JOTR,85,Winter,W
Grasshopper Sparrow,GRSP,Joshua Tree National Park,JOTR,26,Winter,I
Grasshopper Sparrow,GRSP,Joshua Tree National Park,JOTR,85,Winter,I
Greater Yellowlegs,GRYE,Joshua Tree National Park,JOTR,26,Winter,I
Greater Yellowlegs,GRYE,Joshua Tree National Park,JOTR,85,Winter,I
Great-tailed Grackle,GTGR,Joshua Tree National Park,JOTR,26,Winter,I
Great-tailed Grackle,GTGR,Joshua Tree National Park,JOTR,85,Winter,I
Green-tailed Towhee,GTTO,Joshua Tree National Park,JOTR,26,Winter,I
Green-tailed Towhee,GTTO,Joshua Tree National Park,JOTR,85,Winter,I
Glaucous-winged Gull,GWGU,Joshua Tree National Park,JOTR,85,Winter,C
Green-winged Teal,GWTE,Joshua Tree National Park,JOTR,26,Winter,I
Green-winged Teal,GWTE,Joshua Tree National Park,JOTR,85,Winter,I
Hammond's Flycatcher,HAFL,Joshua Tree National Park,JOTR,85,Winter,I
Heermann's Gull,HEEG,Joshua Tree National Park,JOTR,26,Winter,C
Heermann's Gull,HEEG,Joshua Tree National Park,JOTR,85,Winter,C
Hermit Thrush,HETH,Joshua Tree National Park,JOTR,26,Winter,W
Hermit Thrush,HETH,Joshua Tree National Park,JOTR,85,Winter,W
House Finch,HOFI,Joshua Tree National Park,JOTR,26,Winter,W
House Finch,HOFI,Joshua Tree National Park,JOTR,85,Winter,W
Horned Grebe,HOGR,Joshua Tree National Park,JOTR,26,Winter,C
Horned Grebe,HOGR,Joshua Tree National Park,JOTR,85,Winter,C
Horned Lark,HOLA,Joshua Tree National Park,JOTR,26,Winter,W
Horned Lark,HOLA,Joshua Tree National Park,JOTR,85,Winter,E
House Sparrow,HOSP,Joshua Tree National Park,JOTR,26,Winter,E
House Sparrow,HOSP,Joshua Tree National Park,JOTR,85,Winter,S
House Wren,HOWR,Joshua Tree National Park,JOTR,26,Winter,S
House Wren,HOWR,Joshua Tree National Park,JOTR,85,Winter,S
Hutton's Vireo,HUVI,Joshua Tree National Park,JOTR,26,Winter,I
Hutton's Vireo,HUVI,Joshua Tree National Park,JOTR,85,Winter,I
Indigo Bunting,INBU,Joshua Tree National Park,JOTR,26,Winter,I
Indigo Bunting,INBU,Joshua Tree National Park,JOTR,85,Winter,I
Inca Dove,INDO,Joshua Tree National Park,JOTR,26,Winter,I
Inca Dove,INDO,Joshua Tree National Park,JOTR,85,Winter,I
Killdeer,KILL,Joshua Tree National Park,JOTR,26,Winter,W
Killdeer,KILL,Joshua Tree National Park,JOTR,85,Winter,W
Laughing Gull,LAGU,Joshua Tree National Park,JOTR,85,Winter,C
Lark Bunting,LARB,Joshua Tree National Park,JOTR,26,Winter,I
Lark Bunting,LARB,Joshua Tree National Park,JOTR,85,Winter,I
Lark Sparrow,LASP,Joshua Tree National Park,JOTR,26,Winter,W
Lark Sparrow,LASP,Joshua Tree National Park,JOTR,85,Winter,W
Long-billed Curlew,LBCU,Joshua Tree National Park,JOTR,26,Winter,I
Long-billed Curlew,LBCU,Joshua Tree National Park,JOTR,85,Winter,I
Long-billed Dowitcher,LBDO,Joshua Tree National Park,JOTR,26,Winter,S
Long-billed Dowitcher,LBDO,Joshua Tree National Park,JOTR,85,Winter,I
Ladder-backed Woodpecker,LBWO,Joshua Tree National Park,JOTR,26,Winter,I
Ladder-backed Woodpecker,LBWO,Joshua Tree National Park,JOTR,85,Winter,I
Le Conte's Thrasher,LCTH,Joshua Tree National Park,JOTR,26,Winter,I
Le Conte's Thrasher,LCTH,Joshua Tree National Park,JOTR,85,Winter,S
Least Bittern,LEBI,Joshua Tree National Park,JOTR,26,Winter,I
Least Bittern,LEBI,Joshua Tree National Park,JOTR,85,Winter,I
Lesser Goldfinch,LEGO,Joshua Tree National Park,JOTR,26,Winter,W
Lesser Goldfinch,LEGO,Joshua Tree National Park,JOTR,85,Winter,W
Lesser Nighthawk,LENI,Joshua Tree National Park,JOTR,26,Winter,I
Lesser Nighthawk,LENI,Joshua Tree National Park,JOTR,85,Winter,I
Least Sandpiper,LESA,Joshua Tree National Park,JOTR,26,Winter,I
Least Sandpiper,LESA,Joshua Tree National Park,JOTR,85,Winter,I
Lesser Scaup,LESC,Joshua Tree National Park,JOTR,26,Winter,S
Lesser Scaup,LESC,Joshua Tree National Park,JOTR,85,Winter,S
Lewis's Woodpecker,LEWO,Joshua Tree National Park,JOTR,26,Winter,S
Lewis's Woodpecker,LEWO,Joshua Tree National Park,JOTR,85,Winter,W
Limpkin,LIMP,Joshua Tree National Park,JOTR,26,Winter,C
Limpkin,LIMP,Joshua Tree National Park,JOTR,85,Winter,C
Lincoln's Sparrow,LISP,Joshua Tree National Park,JOTR,26,Winter,W
Lincoln's Sparrow,LISP,Joshua Tree National Park,JOTR,85,Winter,W
Loggerhead Shrike,LOSH,Joshua Tree National Park,JOTR,26,Winter,I
Loggerhead Shrike,LOSH,Joshua Tree National Park,JOTR,85,Winter,S
Long-tailed Duck,LTDU,Joshua Tree National Park,JOTR,85,Winter,C
Magnificent Frigatebird,MAFR,Joshua Tree National Park,JOTR,26,Winter,C
Magnificent Frigatebird,MAFR,Joshua Tree National Park,JOTR,85,Winter,C
Marbled Godwit,MAGO,Joshua Tree National Park,JOTR,26,Winter,C
Marbled Godwit,MAGO,Joshua Tree National Park,JOTR,85,Winter,C
Mallard,MALL,Joshua Tree National Park,JOTR,26,Winter,E
Mallard,MALL,Joshua Tree National Park,JOTR,85,Winter,E
Marsh Wren,MAWR,Joshua Tree National Park,JOTR,26,Winter,S
Marsh Wren,MAWR,Joshua Tree National Park,JOTR,85,Winter,S
Mew Gull,MEGU,Joshua Tree National Park,JOTR,85,Winter,C
Merlin,MERL,Joshua Tree National Park,JOTR,26,Winter,W
Merlin,MERL,Joshua Tree National Park,JOTR,85,Winter,W
Mountain Bluebird,MOBL,Joshua Tree National Park,JOTR,26,Winter,W
Mountain Bluebird,MOBL,Joshua Tree National Park,JOTR,85,Winter,W
Mountain Chickadee,MOCH,Joshua Tree National Park,JOTR,26,Winter,W
Mountain Chickadee,MOCH,Joshua Tree National Park,JOTR,85,Winter,W
Mourning Dove,MODO,Joshua Tree National Park,JOTR,26,Winter,S
Mourning Dove,MODO,Joshua Tree National Park,JOTR,85,Winter,S
Mountain Quail,MOUQ,Joshua Tree National Park,JOTR,26,Winter,W
Mountain Quail,MOUQ,Joshua Tree National Park,JOTR,85,Winter,W
Muscovy Duck,MUDU,Joshua Tree National Park,JOTR,26,Winter,C
Muscovy Duck,MUDU,Joshua Tree National Park,JOTR,85,Winter,C
Neotropic Cormorant,NECO,Joshua Tree National Park,JOTR,26,Winter,C
Neotropic Cormorant,NECO,Joshua Tree National Park,JOTR,85,Winter,C
Northern Flicker,NOFL,Joshua Tree National Park,JOTR,26,Winter,W
Northern Flicker,NOFL,Joshua Tree National Park,JOTR,85,Winter,W
Northern Harrier,NOHA,Joshua Tree National Park,JOTR,26,Winter,W
Northern Harrier,NOHA,Joshua Tree National Park,JOTR,85,Winter,W
Northern Mockingbird,NOMO,Joshua Tree National Park,JOTR,26,Winter,S
Northern Mockingbird,NOMO,Joshua Tree National Park,JOTR,85,Winter,W
Northern Parula,NOPA,Joshua Tree National Park,JOTR,26,Winter,C
Northern Parula,NOPA,Joshua Tree National Park,JOTR,85,Winter,C
Northern Pygmy-Owl,NOPO,Joshua Tree National Park,JOTR,26,Winter,S
Northern Pygmy-Owl,NOPO,Joshua Tree National Park,JOTR,85,Winter,W
Northern Rough-winged Swallow,NRWS,Joshua Tree National Park,JOTR,26,Winter,I
Northern Rough-winged Swallow,NRWS,Joshua Tree National Park,JOTR,85,Winter,I
Northern Shoveler,NSHO,Joshua Tree National Park,JOTR,26,Winter,S
Northern Shoveler,NSHO,Joshua Tree National Park,JOTR,85,Winter,I
Nuttall's Woodpecker,NUWO,Joshua Tree National Park,JOTR,26,Winter,W
Nuttall's Woodpecker,NUWO,Joshua Tree National Park,JOTR,85,Winter,W
Orange-crowned Warbler,OCWA,Joshua Tree National Park,JOTR,26,Winter,I
Orange-crowned Warbler,OCWA,Joshua Tree National Park,JOTR,85,Winter,I
Osprey,OSPR,Joshua Tree National Park,JOTR,26,Winter,I
Osprey,OSPR,Joshua Tree National Park,JOTR,85,Winter,I
Painted Bunting,PABU,Joshua Tree National Park,JOTR,85,Winter,C
Pacific Loon,PALO,Joshua Tree National Park,JOTR,26,Winter,C
Pacific Loon,PALO,Joshua Tree National Park,JOTR,85,Winter,C
Pied-billed Grebe,PBGR,Joshua Tree National Park,JOTR,26,Winter,W
Pied-billed Grebe,PBGR,Joshua Tree National Park,JOTR,85,Winter,W
Peregrine Falcon,PEFA,Joshua Tree National Park,JOTR,26,Winter,I
Peregrine Falcon,PEFA,Joshua Tree National Park,JOTR,85,Winter,S
Phainopepla,PHAI,Joshua Tree National Park,JOTR,26,Winter,S
Phainopepla,PHAI,Joshua Tree National Park,JOTR,85,Winter,S
Pinyon Jay,PIJA,Joshua Tree National Park,JOTR,26,Winter,S
Pinyon Jay,PIJA,Joshua Tree National Park,JOTR,85,Winter,S
Piping Plover,PIPL,Joshua Tree National Park,JOTR,26,Winter,C
Piping Plover,PIPL,Joshua Tree National Park,JOTR,85,Winter,C
Prairie Falcon,PRFA,Joshua Tree National Park,JOTR,26,Winter,W
Prairie Falcon,PRFA,Joshua Tree National Park,JOTR,85,Winter,W
Pygmy Nuthatch,PYNU,Joshua Tree National Park,JOTR,26,Winter,S
Pygmy Nuthatch,PYNU,Joshua Tree National Park,JOTR,85,Winter,S
Pyrrhuloxia,PYRR,Joshua Tree National Park,JOTR,26,Winter,I
Pyrrhuloxia,PYRR,Joshua Tree National Park,JOTR,85,Winter,S
Ring-billed Gull,RBGU,Joshua Tree National Park,JOTR,26,Winter,S
Ring-billed Gull,RBGU,Joshua Tree National Park,JOTR,85,Winter,S
Red-breasted Merganser,RBME,Joshua Tree National Park,JOTR,26,Winter,I
Red-breasted Merganser,RBME,Joshua Tree National Park,JOTR,85,Winter,I
Red-breasted Sapsucker,RBSA,Joshua Tree National Park,JOTR,26,Winter,E
Red-breasted Sapsucker,RBSA,Joshua Tree National Park,JOTR,85,Winter,E
Ruby-crowned Kinglet,RCKI,Joshua Tree National Park,JOTR,26,Winter,W
Ruby-crowned Kinglet,RCKI,Joshua Tree National Park,JOTR,85,Winter,W
Rufous-crowned Sparrow,RCSP,Joshua Tree National Park,JOTR,26,Winter,S
Rufous-crowned Sparrow,RCSP,Joshua Tree National Park,JOTR,85,Winter,W
Reddish Egret,REEG,Joshua Tree National Park,JOTR,26,Winter,C
Reddish Egret,REEG,Joshua Tree National Park,JOTR,85,Winter,C
Ring-necked Duck,RNDU,Joshua Tree National Park,JOTR,26,Winter,S
Ring-necked Duck,RNDU,Joshua Tree National Park,JOTR,85,Winter,S
Red-naped Sapsucker,RNSA,Joshua Tree National Park,JOTR,26,Winter,W
Red-naped Sapsucker,RNSA,Joshua Tree National Park,JOTR,85,Winter,S
Rock Pigeon,ROPI,Joshua Tree National Park,JOTR,26,Winter,E
Rock Pigeon,ROPI,Joshua Tree National Park,JOTR,85,Winter,S
Rock Wren,ROWR,Joshua Tree National Park,JOTR,26,Winter,S
Rock Wren,ROWR,Joshua Tree National Park,JOTR,85,Winter,W
Royal Tern,ROYT,Joshua Tree National Park,JOTR,26,Winter,C
Royal Tern,ROYT,Joshua Tree National Park,JOTR,85,Winter,C
Red-tailed Hawk,RTHA,Joshua Tree National Park,JOTR,26,Winter,W
Red-tailed Hawk,RTHA,Joshua Tree National Park,JOTR,85,Winter,W
Ruddy Duck,RUDU,Joshua Tree National Park,JOTR,26,Winter,S
Ruddy Duck,RUDU,Joshua Tree National Park,JOTR,85,Winter,S
Ruddy Turnstone,RUTU,Joshua Tree National Park,JOTR,26,Winter,C
Ruddy Turnstone,RUTU,Joshua Tree National Park,JOTR,85,Winter,C
Red-winged Blackbird,RWBL,Joshua Tree National Park,JOTR,26,Winter,W
Red-winged Blackbird,RWBL,Joshua Tree National Park,JOTR,85,Winter,W
Sage Sparrow,SAGS,Joshua Tree National Park,JOTR,26,Winter,S
Sage Sparrow,SAGS,Joshua Tree National Park,JOTR,85,Winter,S
Sanderling,SAND,Joshua Tree National Park,JOTR,85,Winter,C
Say's Phoebe,SAPH,Joshua Tree National Park,JOTR,26,Winter,S
Say's Phoebe,SAPH,Joshua Tree National Park,JOTR,85,Winter,S
Sage Thrasher,SATH,Joshua Tree National Park,JOTR,26,Winter,I
Sage Thrasher,SATH,Joshua Tree National Park,JOTR,85,Winter,I
Savannah Sparrow,SAVS,Joshua Tree National Park,JOTR,26,Winter,S
Savannah Sparrow,SAVS,Joshua Tree National Park,JOTR,85,Winter,W
Short-billed Dowitcher,SBDO,Joshua Tree National Park,JOTR,26,Winter,C
Short-billed Dowitcher,SBDO,Joshua Tree National Park,JOTR,85,Winter,C
Semipalmated Plover,SEPL,Joshua Tree National Park,JOTR,26,Winter,C
Semipalmated Plover,SEPL,Joshua Tree National Park,JOTR,85,Winter,C
Smith's Longspur,SMLO,Joshua Tree National Park,JOTR,26,Winter,C
Smith's Longspur,SMLO,Joshua Tree National Park,JOTR,85,Winter,C
Snowy Egret,SNEG,Joshua Tree National Park,JOTR,26,Winter,I
Snowy Egret,SNEG,Joshua Tree National Park,JOTR,85,Winter,I
Sora,SORA,Joshua Tree National Park,JOTR,26,Winter,S
Sora,SORA,Joshua Tree National Park,JOTR,85,Winter,S
Song Sparrow,SOSP,Joshua Tree National Park,JOTR,26,Winter,W
Song Sparrow,SOSP,Joshua Tree National Park,JOTR,85,Winter,W
Sprague's Pipit,SPPI,Joshua Tree National Park,JOTR,26,Winter,I
Sprague's Pipit,SPPI,Joshua Tree National Park,JOTR,85,Winter,I
Spotted Sandpiper,SPSA,Joshua Tree National Park,JOTR,26,Winter,I
Spotted Sandpiper,SPSA,Joshua Tree National Park,JOTR,85,Winter,I
Sharp-shinned Hawk,SSHA,Joshua Tree National Park,JOTR,26,Winter,W
Sharp-shinned Hawk,SSHA,Joshua Tree National Park,JOTR,85,Winter,W
Short-tailed Hawk,STHA,Joshua Tree National Park,JOTR,85,Winter,C
Thayer's Gull,THGU,Joshua Tree National Park,JOTR,26,Winter,C
Thayer's Gull,THGU,Joshua Tree National Park,JOTR,85,Winter,C
Townsend's Solitaire,TOSO,Joshua Tree National Park,JOTR,26,Winter,I
Townsend's Solitaire,TOSO,Joshua Tree National Park,JOTR,85,Winter,I
Townsend's Warbler,TOWA,Joshua Tree National Park,JOTR,26,Winter,I
Townsend's Warbler,TOWA,Joshua Tree National Park,JOTR,85,Winter,I
Tree Swallow,TRES,Joshua Tree National Park,JOTR,26,Winter,I
Tree Swallow,TRES,Joshua Tree National Park,JOTR,85,Winter,I
Tricolored Heron,TRHE,Joshua Tree National Park,JOTR,85,Winter,C
Turkey Vulture,TUVU,Joshua Tree National Park,JOTR,26,Winter,I
Turkey Vulture,TUVU,Joshua Tree National Park,JOTR,85,Winter,I
Vermilion Flycatcher,VEFL,Joshua Tree National Park,JOTR,26,Winter,I
Vermilion Flycatcher,VEFL,Joshua Tree National Park,JOTR,85,Winter,I
Verdin,VERD,Joshua Tree National Park,JOTR,26,Winter,I
Verdin,VERD,Joshua Tree National Park,JOTR,85,Winter,I
Vesper Sparrow,VESP,Joshua Tree National Park,JOTR,26,Winter,I
Vesper Sparrow,VESP,Joshua Tree National Park,JOTR,85,Winter,I
Violet-green Swallow,VGSW,Joshua Tree National Park,JOTR,26,Winter,I
Violet-green Swallow,VGSW,Joshua Tree National Park,JOTR,85,Winter,I
Virginia Rail,VIRA,Joshua Tree National Park,JOTR,26,Winter,S
Virginia Rail,VIRA,Joshua Tree National Park,JOTR,85,Winter,S
Wandering Tattler,WATA,Joshua Tree National Park,JOTR,26,Winter,C
Wandering Tattler,WATA,Joshua Tree National Park,JOTR,85,Winter,C
White-crowned Sparrow,WCSP,Joshua Tree National Park,JOTR,26,Winter,W
White-crowned Sparrow,WCSP,Joshua Tree National Park,JOTR,85,Winter,W
Western Bluebird,WEBL,Joshua Tree National Park,JOTR,26,Winter,W
Western Bluebird,WEBL,Joshua Tree National Park,JOTR,85,Winter,W
Western Grebe,WEGR,Joshua Tree National Park,JOTR,26,Winter,S
Western Grebe,WEGR,Joshua Tree National Park,JOTR,85,Winter,I
Western Gull,WEGU,Joshua Tree National Park,JOTR,26,Winter,C
Western Gull,WEGU,Joshua Tree National Park,JOTR,85,Winter,C
Western Meadowlark,WEME,Joshua Tree National Park,JOTR,26,Winter,W
Western Meadowlark,WEME,Joshua Tree National Park,JOTR,85,Winter,W
Western Sandpiper,WESA,Joshua Tree National Park,JOTR,26,Winter,I
Western Sandpiper,WESA,Joshua Tree National Park,JOTR,85,Winter,I
Western Scrub-Jay,WESJ,Joshua Tree National Park,JOTR,26,Winter,W
Western Scrub-Jay,WESJ,Joshua Tree National Park,JOTR,85,Winter,W
Western Screech-Owl,WESO,Joshua Tree National Park,JOTR,26,Winter,S
Western Screech-Owl,WESO,Joshua Tree National Park,JOTR,85,Winter,S
Western Tanager,WETA,Joshua Tree National Park,JOTR,26,Winter,I
Western Tanager,WETA,Joshua Tree National Park,JOTR,85,Winter,I
White-faced Ibis,WFIB,Joshua Tree National Park,JOTR,26,Winter,I
White-faced Ibis,WFIB,Joshua Tree National Park,JOTR,85,Winter,I
White Ibis,WHIB,Joshua Tree National Park,JOTR,85,Winter,C
Whimbrel,WHIM,Joshua Tree National Park,JOTR,26,Winter,C
Whimbrel,WHIM,Joshua Tree National Park,JOTR,85,Winter,C
White-headed Woodpecker,WHWO,Joshua Tree National Park,JOTR,26,Winter,W
White-headed Woodpecker,WHWO,Joshua Tree National Park,JOTR,85,Winter,W
Willet,WILL,Joshua Tree National Park,JOTR,26,Winter,I
Willet,WILL,Joshua Tree National Park,JOTR,85,Winter,I
Wilson's Plover,WIPL,Joshua Tree National Park,JOTR,26,Winter,C
Wilson's Plover,WIPL,Joshua Tree National Park,JOTR,85,Winter,C
Wilson's Snipe,WISN,Joshua Tree National Park,JOTR,26,Winter,W
Wilson's Snipe,WISN,Joshua Tree National Park,JOTR,85,Winter,E
Wilson's Warbler,WIWA,Joshua Tree National Park,JOTR,26,Winter,I
Wilson's Warbler,WIWA,Joshua Tree National Park,JOTR,85,Winter,I
Wood Stork,WOST,Joshua Tree National Park,JOTR,85,Winter,I
Wrentit,WREN,Joshua Tree National Park,JOTR,26,Winter,E
Wrentit,WREN,Joshua Tree National Park,JOTR,85,Winter,E
White-tailed Kite,WTKI,Joshua Tree National Park,JOTR,26,Winter,S
White-tailed Kite,WTKI,Joshua Tree National Park,JOTR,85,Winter,I
White-throated Swift,WTSW,Joshua Tree National Park,JOTR,26,Winter,S
White-throated Swift,WTSW,Joshua Tree National Park,JOTR,85,Winter,S
White-winged Dove,WWDO,Joshua Tree National Park,JOTR,26,Winter,I
White-winged Dove,WWDO,Joshua Tree National Park,JOTR,85,Winter,I
Yellow-crowned Night-Heron,YCNH,Joshua Tree National Park,JOTR,85,Winter,C
Yellow-footed Gull,YFGU,Joshua Tree National Park,JOTR,26,Winter,I
Yellow-footed Gull,YFGU,Joshua Tree National Park,JOTR,85,Winter,I
Yellow-rumped Warbler,YRWA,Joshua Tree National Park,JOTR,26,Winter,W
Yellow-rumped Warbler,YRWA,Joshua Tree National Park,JOTR,85,Winter,W
American Dipper,AMDI,Katmai National Park and Preserve,KATM,26,Winter,S
American Dipper,AMDI,Katmai National Park and Preserve,KATM,85,Winter,W
American Wigeon,AMWI,Katmai National Park and Preserve,KATM,85,Winter,I
Ancient Murrelet,ANMU,Katmai National Park and Preserve,KATM,85,Winter,I
American Tree Sparrow,ATSP,Katmai National Park and Preserve,KATM,26,Winter,I
American Tree Sparrow,ATSP,Katmai National Park and Preserve,KATM,85,Winter,I
American Three-toed Woodpecker,ATTW,Katmai National Park and Preserve,KATM,26,Winter,S
American Three-toed Woodpecker,ATTW,Katmai National Park and Preserve,KATM,85,Winter,W
Bald Eagle,BAEA,Katmai National Park and Preserve,KATM,26,Winter,S
Bald Eagle,BAEA,Katmai National Park and Preserve,KATM,85,Winter,S
